Time,ID,Behaviour,Zone,Meerkat type,Close_neighbours,Distant_neighbours,Coordinates
643,33,Playfight,Waiting Area,Adult,{44},{44;49;45},[13024.865279138088;43498.8606261611;-2535.2411630898714]
643,44,Moving,Waiting Area,Adult,{33;45},{33;49;46;45},[15744.646821089089;44528.68670326471;-478.90427769813687]
643,45,Playfight,Waiting Area,Adult,{44;49},{44;33;49},[18688.42493803054;43920.89542158693;-2088.0538006476127]
643,46,Moving,Waiting Area,Adult,{},{44},[14466.38583937101;46547.116429783404;4954.546287924051]
643,49,High sitting/standing (Vigilant),Waiting Area,Adult,{45},{44;33;45},[18811.0112798959;42487.065078154206;-5338.085587845184]
644,44,Moving,Waiting Area,Adult,{45},{49;46;45},[15540.415946738794;44886.85340008512;508.0528367574443]
644,45,Playfight,Waiting Area,Adult,{44},{44;49},[17475.24219316244;44323.10980010033;-1370.447753701359]
644,46,Moving,Waiting Area,Adult,{},{44},[15440.53177555278;46954.20567461848;8156.424194486812]
644,48,Moving,Waiting Area,Adult,{},{},[4133.247973036021;42645.48775407672;-2808.4228476658463]
644,49,Moving,Waiting Area,Adult,{},{44;45},[12516.146384011954;42171.76409390569;-5061.001707214862]
645,44,Moving,Waiting Area,Adult,{45},{45},[12820.035013580695;43965.58681418002;-1320.5425644384231]
645,47,Moving,Waiting Area,Adult,{},{49},[-3412.172520754859;42374.9813336581;2062.3047926840372]
645,45,Moving,Waiting Area,Adult,{44},{44},[16792.133502230048;44305.75326284766;-1171.5221160687506]
645,46,Moving,Waiting Area,Adult,{},{},[18415.52646572888;47246.72735860944;9117.011434338987]
645,48,Moving,Waiting Area,Adult,{},{49},[4140.87708513625;43084.95789785683;-1884.9786328838672]
645,49,Moving,Waiting Area,Adult,{},{48;47},[-1672.7383274491876;41361.38837373257;-4020.9537414349616]
646,44,Moving,Waiting Area,Adult,{},{45},[8066.934549987316;43872.89133742452;-1136.2700414685532]
646,47,Moving,Waiting Area,Adult,{},{},[-1658.5958163663745;43543.24109351635;15316.436357408762]
646,45,Moving,Waiting Area,Adult,{},{44},[14059.04828286171;43678.75107002258;-2351.5453290343285]
646,46,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[18428.15571308136;47252.867506980896;9179.014146268368]
646,49,Moving,Waiting Area,Adult,{},{},[-4902.908539902419;42177.835920751095;4324.352265302092]
646,50,Moving,Background,Adult,{},{},[72291.9218480587;47901.045662641525;-3038.4517804533243]
647,33,Moving,Waiting Area,Adult,{},{44;49;48},[3264.0133445858955;44271.808043301105;1700.3324769232422]
647,44,Low sitting/standing (stationary),Waiting Area,Adult,{45},{33;45},[7846.866947121918;43996.278910815716;-891.5449140444398]
647,47,Moving,Waiting Area,Adult,{},{},[753.8176351852017;44048.37213604152;18105.461367625743]
647,45,Moving,Waiting Area,Adult,{44},{44},[11110.010881260037;44122.88648711145;-1043.7194445636123]
647,46,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[18301.185263168067;47246.0933650434;9188.822333103046]
647,48,Moving,Waiting Area,Adult,{},{33},[407.3902488593012;41273.450377225876;-4885.61077016592]
647,49,Moving,Waiting Area,Adult,{},{33},[3837.8791798185557;45006.64032976329;6917.565779585391]
648,44,Low sitting/standing (stationary),Waiting Area,Adult,{},{45},[7793.6670993976295;43998.39017343521;-884.6795940622687]
648,47,Moving,Waiting Area,Adult,{},{},[599.9861643217155;44009.52202920988;18233.182255737484]
648,45,Moving,Waiting Area,Adult,{},{44},[12989.165422298014;44289.54696271941;-355.28861071012216]
648,46,Low sitting/standing (stationary),Waiting Area,Adult,{},{50},[18313.610790014267;47251.66575431824;9249.390270352364]
648,48,Moving,Waiting Area,Adult,{},{},[119.55817641015165;40686.26927995682;-5784.176594056189]
648,49,Moving,Waiting Area,Adult,{},{},[9177.836388856173;46250.477508187294;9939.712660178542]
648,50,Moving,Waiting Area,Adult,{},{46},[22416.91314074397;46202.42040860653;3318.4674075208604]
649,44,Low sitting/standing (stationary),Waiting Area,Adult,{50},{50},[7687.14697814174;43998.31238299608;-871.1372428461909]
649,47,Moving,Waiting Area,Adult,{},{},[40.51552071084734;43894.078875243664;18747.65769186616]
649,45,Moving,Waiting Area,Adult,{},{},[18652.567273914814;43873.70466848463;-2192.6374823912047]
649,46,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[18313.610790014267;47251.66575431824;9249.390270352364]
649,48,Lying/resting (stationary),Waiting Area,Adult,{},{},[-850.6244482117472;41112.18019619584;-4756.56172877457]
649,49,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[7822.760590359569;46010.35031181574;10043.669181972742]
649,50,Moving,Waiting Area,Adult,{44},{44},[6611.785046603996;45015.75081817061;1858.8328208783641]
650,44,Low sitting/standing (stationary),Waiting Area,Adult,{},{50},[7788.908307947218;44255.649207890034;-449.4316285208333]
650,47,Moving,Waiting Area,Adult,{},{},[688.77427559637;44072.27220658213;23174.008194018155]
650,46,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[18573.707522736862;47285.571234535426;9231.981519713998]
650,48,Lying/resting (stationary),Waiting Area,Adult,{},{50},[-975.7241539420211;41211.46436075121;-4551.768538436852]
650,49,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[8358.708034003153;46144.0013794899;9601.310929773375]
650,50,Moving,Waiting Area,Adult,{},{44;48},[1585.6662356604356;43586.24650903046;714.9922307640081]
651,44,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[7896.62125300616;44259.46533226967;-463.0924429842271]
651,47,Moving,Waiting Area,Adult,{},{},[15494.385660990141;46316.42803540453;30191.339439840987]
651,45,Moving,Waiting Area,Adult,{},{},[11412.188098937273;43260.61124304682;-12434.899730019271]
651,46,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[18438.012573212385;47257.22139143944;9239.797058284283]
651,48,Groom,Waiting Area,Adult,{},{},[-1301.7592403120361;41287.248355939984;-4314.323299188167]
651,49,Moving,Waiting Area,Adult,{},{},[10253.485301494598;46457.105865478516;9043.10117983818]
651,50,Moving,Waiting Area,Adult,{},{},[100.69726519721735;43842.2701767683;6723.0503843948245]
652,44,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[8008.015509963036;44275.134408950806;-477.1441847272217]
652,47,Moving,Waiting Area,Adult,{},{},[49872.98085311055;51480.826981812716;30669.99077218771]
652,45,Moving,Foraging,Adult,{},{},[7451.217590093613;32674.714000701904;-11740.174250602722]
652,46,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[18322.781207427382;47255.42152506113;9311.841307267547]
652,48,Groom,Waiting Area,Adult,{},{},[-1301.7592403120361;41287.248355939984;-4314.323299188167]
652,50,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[-1242.6019971442875;43598.26029472798;10807.174735478126]
653,44,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[7976.271990677342;44324.46959796548;-364.475555746234]
653,47,Moving,Waiting Area,Adult,{},{},[75966.24132752419;52372.85847747326;23873.17922759056]
653,45,Moving,Foraging,Adult,{},{},[8805.876104101539;31643.253849059343;-13011.907961398363]
653,46,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[18342.619258105755;47224.27046316862;9484.57440476492]
653,48,Groom,Waiting Area,Adult,{},{},[-1301.7592403120361;41287.248355939984;-4314.323299188167]
653,50,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[-1432.606722111581;43544.863473992795;10102.13802850712]
654,33,Moving,Waiting Area,Adult,{},{},[4172.527600076981;44767.08023502678;18609.650623075664]
654,44,Moving,Waiting Area,Adult,{},{},[7888.058734929189;44494.5285602957;-22.57104889090988]
654,47,Moving,Background,Adult,{},{},[75069.29589796066;49525.46264219284;8317.45962202549]
654,45,Moving,Foraging,Adult,{},{},[10998.181308672763;31077.28667330183;-13732.416892000474]
654,46,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[18278.651672240347;47217.38274277747;9488.601812796667]
654,48,Groom,Waiting Area,Adult,{},{},[-1351.99129023985;41286.75745549798;-4307.7877007434145]
654,49,Allogroom,Waiting Area,Adult,{},{},[1073.2779748431058;44280.45908432454;9704.355310132727]
655,44,Moving,Waiting Area,Adult,{},{},[7923.230951905251;45917.67030119896;4282.448898613453]
655,47,Moving,Background,Adult,{},{},[71173.88951402903;48187.079935491085;-1708.8417656887323]
655,45,Foraging,Foraging,Adult,{},{},[12189.660995475948;31363.87589544058;-13675.34148574993]
655,46,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[18474.456053085625;47243.190069139004;9477.251119531691]
655,48,Groom,Waiting Area,Adult,{},{},[-1409.2338049318641;41252.39461940527;-4349.530701294541]
655,49,Allogroom,Waiting Area,Adult,{},{},[372.37308829440735;44107.9668135941;9815.485394231975]
656,47,Moving,Background,Adult,{},{},[69178.94515609741;48018.008860588074;-2975.31998193264]
656,45,Foraging,Foraging,Adult,{},{},[11643.913801097311;31294.67336986214;-13674.899356478825]
656,46,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[18747.36547653377;47307.056711792946;9465.485028162599]
656,48,Groom,Waiting Area,Adult,{},{},[-1459.5442891004495;41247.36135546863;-4342.524140004069]
656,49,Moving,Waiting Area,Adult,{},{},[-1926.8290257491171;43448.442424058914;12368.959865421057]
657,44,Moving,Waiting Area,Adult,{49},{49},[-301.39372134022415;43867.80633735657;9632.582384467125]
657,47,Moving,Background,Adult,{},{},[69845.03796608746;48215.76638299227;-1867.1294598189415]
657,45,Foraging,Foraging,Adult,{},{},[11206.937310762703;31265.582165762782;-13623.18075504154]
657,46,Moving,Waiting Area,Adult,{},{},[19076.70312241465;47249.79472788051;7778.406662044581]
657,48,Groom,Waiting Area,Adult,{},{},[-1515.1135137202218;41216.92941939831;-4383.384980365634]
657,49,Groom,Waiting Area,Adult,{44},{44},[-2787.2713920979295;43291.742944560945;12394.548671001568]
658,44,Moving,Waiting Area,Adult,{49},{49},[-2224.3009341256693;43336.357231639326;9726.494547741488]
658,47,Dig burrow,Background,Adult,{},{},[67928.19133931398;48097.5037393868;-2827.0510336086154]
658,45,Foraging,Foraging,Adult,{},{},[11020.832514449954;31226.1791190207;-13616.536115273833]
658,48,Groom,Waiting Area,Adult,{},{},[-1613.4342255124357;41206.43819459528;-4368.75565752713]
658,49,Groom,Waiting Area,Adult,{44},{44},[-4567.959322067443;42795.22179333493;11087.957265635021]
659,33,Moving,Waiting Area,Adult,{},{},[15273.875990577042;46713.89676266909;5588.027620818466]
659,44,Low sitting/standing (stationary),Waiting Area,Adult,{49},{49},[-1951.2859259936959;43429.57075691223;10257.611061349511]
659,47,Dig burrow,Background,Adult,{},{},[67660.58533596992;48065.80592063069;-2954.2839306741953]
659,45,Foraging,Foraging,Adult,{},{},[10462.719124108553;31195.460141569376;-13542.473367631435]
659,46,Moving,Waiting Area,Adult,{},{},[10163.935286842287;42265.34082555771;-14317.236116122454]
659,48,Moving,Waiting Area,Adult,{},{},[-433.011087814637;41277.25815248862;-4677.745911226608]
659,49,Groom,Waiting Area,Adult,{44},{44},[-5446.813776612282;42525.74309921265;11153.582973003387]
660,33,Moving,Waiting Area,Adult,{},{},[12018.841841578484;44816.325172781944;1827.2580992281437]
660,44,Moving,Waiting Area,Adult,{49},{49},[-5037.739024034236;42664.25696094707;13166.153577654622]
660,47,Dig burrow,Background,Adult,{},{},[67402.38687634468;48040.645595908165;-3081.7627651914954]
660,45,Foraging,Foraging,Adult,{46},{46},[8948.938222065568;30369.167783528566;-13845.760394446552]
660,46,Moving,Foraging,Adult,{45},{45},[10136.540942016989;32066.648648127913;-12962.132416140288]
660,48,Moving,Waiting Area,Adult,{},{},[1523.589578258223;40758.372554436326;-9700.070467505604]
660,49,Groom,Waiting Area,Adult,{44},{44},[-5478.624404434115;42503.839014314115;10826.68097340595]
661,33,Moving,Waiting Area,Adult,{},{},[5771.798780921847;45324.061498880386;4039.2754221223295]
661,44,Moving,Waiting Area,Adult,{},{},[-8944.954165942967;41553.48290935159;18367.884422421455]
661,47,Dig burrow,Background,Adult,{},{},[67193.98579462618;47988.92263275385;-3293.214805739466]
661,45,Foraging,Foraging,Adult,{46},{46},[9378.138519834727;30118.10627666861;-14040.556391645223]
661,46,High sitting/standing (Vigilant),Foraging,Adult,{45},{45},[10813.478310087696;31632.356183750555;-13287.49585404899]
661,48,High sitting/standing (Vigilant),Waiting Area,Adult,{},{},[1551.2548911093036;40443.30553514138;-9324.065433315001]
661,49,Groom,Waiting Area,Adult,{50},{50},[-5318.932938048616;42522.61777539551;10317.8766092062]
661,50,Sunbathe,Waiting Area,Adult,{49},{49},[-1879.5212689256296;43360.10837499797;8538.267446454614]
662,33,Moving,Waiting Area,Adult,{},{49},[1215.1020054323599;44324.38387584686;8637.97670544684]
662,44,Moving,Waiting Area,Adult,{},{},[-17069.12851893902;39485.727342277765;26168.47026221454]
662,47,Dig burrow,Background,Adult,{},{},[67223.40203392506;47956.69657754898;-3452.3928848318756]
662,45,Foraging,Foraging,Adult,{46},{46},[11734.86463727802;30456.80349932611;-14252.572628609836]
662,46,High sitting/standing (Vigilant),Foraging,Adult,{45},{45},[10813.478310087696;31632.356183750555;-13287.49585404899]
662,48,Moving,Waiting Area,Adult,{},{},[3344.4445769637823;41315.961498975754;-11075.48138141632]
662,49,Moving,Waiting Area,Adult,{},{33},[-4771.825706617907;42644.78988581896;9561.635254465044]
663,33,Allogroom,Waiting Area,Adult,{},{49},[1215.1020054323599;44324.38387584686;8637.97670544684]
663,44,Moving,Waiting Area,Adult,{},{},[0.0;0.0;0.0]
663,47,Dig burrow,Background,Adult,{},{},[66226.54803682864;47793.19151031971;-4418.236997143365]
663,45,Foraging,Foraging,Adult,{46},{46},[13111.774784564972;30323.62779688835;-14616.266974568367]
663,46,Moving,Foraging,Adult,{45},{45},[13336.747727304697;31147.410900771618;-14137.605701476336]
663,48,High sitting/standing (Vigilant),Waiting Area,Adult,{},{},[3255.9978980347514;41102.10613575578;-11588.834937077016]
663,49,Allogroom,Waiting Area,Adult,{},{33},[-4362.750524986535;42794.478089779615;9533.935266904533]
664,33,Allogroom,Waiting Area,Adult,{},{49},[899.0858029089868;44194.73249077797;8763.106689214706]
664,44,Foraging,Waiting Area,Adult,{},{},[0.0;0.0;0.0]
664,47,Dig burrow,Background,Adult,{},{},[65347.23947238922;47752.581552922726;-4470.326210334897]
664,45,Foraging,Foraging,Adult,{46},{46},[12258.457728634588;31048.42802434601;-13926.50635539461]
664,46,Moving,Foraging,Adult,{45},{45},[15546.742404937744;31153.731618851423;-14968.351564310491]
664,48,High sitting/standing (Vigilant),Waiting Area,Adult,{},{},[3201.431458163075;41052.690615430474;-11568.45761529915]
664,49,Allogroom,Waiting Area,Adult,{},{33},[-4362.750524986535;42794.478089779615;9533.935266904533]
665,33,Allogroom,Waiting Area,Adult,{},{49},[379.0438943444751;44055.650548256934;8970.38978209719]
665,44,Foraging,Door,Adult,{},{},[0.0;0.0;0.0]
665,47,Dig burrow,Background,Adult,{},{},[64849.98205494508;47750.495080370456;-4336.513766988181]
665,45,Foraging,Foraging,Adult,{},{46},[10727.334786221385;31429.424342937768;-13417.296899266541]
665,46,Moving,Foraging,Adult,{},{45},[15280.122245147824;30825.793870195746;-15147.190050624311]
665,48,High sitting/standing (Vigilant),Waiting Area,Adult,{},{},[2934.530747401761;40866.691935349256;-11481.720336155966]
665,49,Allogroom,Waiting Area,Adult,{},{33},[-4257.540391802788;42823.323838472366;9524.499321877956]
666,33,Allogroom,Waiting Area,Adult,{49},{49},[-1326.5421901233494;43506.944618314505;9145.433198906481]
666,44,Foraging,Door,Adult,{},{},[0.0;0.0;0.0]
666,47,Dig burrow,Background,Adult,{},{},[64849.98205494508;47750.495080370456;-4336.513766988181]
666,45,Foraging,Foraging,Adult,{},{46},[10765.991218083538;32117.596315477043;-12875.136455213651]
666,46,Moving,Foraging,Adult,{},{45},[14875.114882901311;30310.88482198119;-15350.785161823034]
666,48,High sitting/standing (Vigilant),Waiting Area,Adult,{},{},[2828.5775494680274;40772.714516121894;-11442.517489193007]
666,49,Allogroom,Waiting Area,Adult,{33},{33},[-4362.750524986535;42794.478089779615;9533.935266904533]
667,33,Allogroom,Waiting Area,Adult,{49},{49},[-1408.0591025021859;43517.886309698224;9377.319447196089]
667,44,Foraging,Door,Adult,{},{},[0.0;0.0;0.0]
667,47,Dig burrow,Background,Adult,{},{},[64741.67864102125;47744.44824832678;-4324.766460400075]
667,45,Foraging,Foraging,Adult,{},{46},[11075.454031944275;32043.35639938712;-12995.937861323357]
667,46,Moving,Foraging,Adult,{},{45},[13929.684261791408;30168.391956873238;-15083.900010820478]
667,48,High sitting/standing (Vigilant),Waiting Area,Adult,{},{},[2828.5775494680274;40772.714516121894;-11442.517489193007]
667,49,Allogroom,Waiting Area,Adult,{33},{33},[-4462.122430682182;42751.43632411957;9540.31614613533]
668,33,Allogroom,Waiting Area,Adult,{49},{49},[-1512.052283866331;43523.64892563224;9887.405306436121]
668,44,Foraging,Waiting Area,Adult,{},{},[0.0;0.0;0.0]
668,47,Dig burrow,Background,Adult,{},{},[64741.67864102125;47744.44824832678;-4324.766460400075]
668,45,Foraging,Foraging,Adult,{46},{46},[9851.763864485547;31768.104178551584;-13112.768865423277]
668,46,Moving,Foraging,Adult,{45},{45},[12741.932666361332;29732.49716092646;-14955.606145076454]
668,48,High sitting/standing (Vigilant),Waiting Area,Adult,{},{},[2777.772940121591;40753.88007593155;-11428.852960169315]
668,49,Allogroom,Waiting Area,Adult,{33},{33},[-4567.02038484253;42720.19610020518;9547.023131560534]
669,33,Allogroom,Waiting Area,Adult,{49},{49},[-2105.8104484584183;43375.79801163077;9827.6038024351]
669,44,Foraging,Waiting Area,Adult,{},{},[0.0;0.0;0.0]
669,47,Dig burrow,Background,Adult,{},{},[64741.67864102125;47744.44824832678;-4324.766460400075]
669,45,Foraging,Foraging,Adult,{},{46},[6617.894500772934;32200.852790232748;-12577.044500446878]
