Time,ID,Behaviour,Zone,Close_neighbours,Distant_neighbours
24,83,Raised Guarding (Vigilant),Background,{84;1;82},{84;1;82}
24,84,Raised Guarding (Vigilant),Background,{83;82},{83;1;82}
25,1,Raised Guarding (Vigilant),Background,{83;82},{81;83;84;82}
25,81,Moving,Background,{},{84;83;1;82}
25,82,Raised Guarding (Vigilant),Background,{83;1;84},{81;83;1;84}
25,83,Raised Guarding (Vigilant),Background,{84;1;82},{84;81;1;82}
25,84,Raised Guarding (Vigilant),Background,{83;82},{81;83;1;82}
26,1,Raised Guarding (Vigilant),Background,{83;82},{83;84;82}
26,82,Raised Guarding (Vigilant),Background,{83;1;84},{83;1;84}
26,83,Raised Guarding (Vigilant),Background,{84;1;82},{84;1;82}
26,84,Raised Guarding (Vigilant),Background,{83;82},{83;1;82}
27,1,Raised Guarding (Vigilant),Background,{83;82},{83;84;82}
27,82,Raised Guarding (Vigilant),Background,{83;1;84},{83;1;84}
27,83,Raised Guarding (Vigilant),Background,{84;1;82},{84;1;82}
27,84,Raised Guarding (Vigilant),Background,{83;82},{83;1;82}
28,1,Raised Guarding (Vigilant),Background,{83;82},{83;84;82}
28,82,Raised Guarding (Vigilant),Background,{83;1;84},{83;1;84}
28,83,Raised Guarding (Vigilant),Background,{84;1;82},{84;1;82}
28,84,Raised Guarding (Vigilant),Background,{83;82},{83;1;82}
29,1,Raised Guarding (Vigilant),Background,{83;82},{83;84;82}
29,82,Raised Guarding (Vigilant),Background,{83;1;84},{83;1;84}
29,83,Raised Guarding (Vigilant),Background,{84;1;82},{84;1;82}
29,84,Raised Guarding (Vigilant),Background,{83;82},{83;1;82}
30,1,Raised Guarding (Vigilant),Background,{83;82},{83;84;82}
30,82,Raised Guarding (Vigilant),Background,{83;1;84},{83;1;84}
30,83,Raised Guarding (Vigilant),Background,{84;1;82},{84;1;82}
30,84,Raised Guarding (Vigilant),Background,{83;82},{83;1;82}
31,1,Raised Guarding (Vigilant),Background,{83;82},{83;84;82}
31,82,Raised Guarding (Vigilant),Background,{83;1;84},{83;1;84}
31,83,Raised Guarding (Vigilant),Background,{84;1;82},{84;1;82}
31,84,Raised Guarding (Vigilant),Background,{83;82},{83;1;82}
32,1,Raised Guarding (Vigilant),Background,{83;82},{83;84;82}
32,82,Raised Guarding (Vigilant),Background,{83;1;84},{83;1;84}
32,83,Raised Guarding (Vigilant),Background,{84;1;82},{84;1;82}
32,84,Raised Guarding (Vigilant),Background,{83;82},{83;1;82}
33,1,Raised Guarding (Vigilant),Background,{83;82},{83;84;82}
33,82,Raised Guarding (Vigilant),Background,{83;1;84},{83;1;84}
33,83,Raised Guarding (Vigilant),Background,{84;1;82},{84;1;82}
33,84,Raised Guarding (Vigilant),Background,{83;82},{83;1;82}
34,1,Raised Guarding (Vigilant),Background,{83;82},{83;84;82}
34,82,Raised Guarding (Vigilant),Background,{83;1;84},{83;1;84}
34,83,Raised Guarding (Vigilant),Background,{84;1;82},{84;1;82}
34,84,Raised Guarding (Vigilant),Background,{83;82},{83;1;82}
35,1,Raised Guarding (Vigilant),Background,{83;82},{83;84;82}
35,82,Raised Guarding (Vigilant),Background,{83;1;84},{83;1;84}
35,83,Raised Guarding (Vigilant),Background,{84;1;82},{84;1;82}
35,84,Raised Guarding (Vigilant),Background,{83;82},{83;1;82}
36,1,Raised Guarding (Vigilant),Background,{83;82},{83;84;82}
36,82,Raised Guarding (Vigilant),Background,{83;1;84},{83;1;84}
36,83,Raised Guarding (Vigilant),Background,{84;1;82},{84;1;82}
36,84,Raised Guarding (Vigilant),Background,{83;82},{83;1;82}
37,1,Raised Guarding (Vigilant),Background,{83;82},{83;84;82}
37,82,Raised Guarding (Vigilant),Background,{83;1;84},{83;1;84}
37,83,Raised Guarding (Vigilant),Background,{84;1;82},{84;1;82}
37,84,Raised Guarding (Vigilant),Background,{83;82},{83;1;82}
38,1,Raised Guarding (Vigilant),Background,{83;82},{83;84;82}
38,82,Raised Guarding (Vigilant),Background,{83;1;84},{83;1;84}
38,83,Raised Guarding (Vigilant),Background,{84;1;82},{84;1;82}
38,84,Raised Guarding (Vigilant),Background,{83;82},{83;1;82}
39,1,Raised Guarding (Vigilant),Background,{83;82},{83;84;82}
39,82,Raised Guarding (Vigilant),Background,{83;1;84},{83;1;84}
39,83,Raised Guarding (Vigilant),Background,{84;1;82},{84;1;82}
39,84,Raised Guarding (Vigilant),Background,{83;82},{83;1;82}
40,1,Raised Guarding (Vigilant),Background,{83;82},{83;84;82}
40,82,Raised Guarding (Vigilant),Background,{83;1;84},{83;1;84}
40,83,Raised Guarding (Vigilant),Background,{84;1;82},{84;1;82}
40,84,Raised Guarding (Vigilant),Background,{83;82},{83;1;82}
41,1,Raised Guarding (Vigilant),Background,{83;82},{84;83;2;82}
41,2,Moving,Background,{84},{84;83;1;82}
41,82,Raised Guarding (Vigilant),Background,{83;1;84},{2;83;1;84}
41,83,Raised Guarding (Vigilant),Background,{84;1;82},{84;2;1;82}
41,84,Raised Guarding (Vigilant),Background,{83;2;82},{2;83;1;82}
42,1,Raised Guarding (Vigilant),Background,{83;2;82},{84;83;2;82}
42,2,Moving,Background,{84;83;1;82},{84;83;1;82}
42,82,Raised Guarding (Vigilant),Background,{2;83;1;84},{2;83;1;84}
42,83,Raised Guarding (Vigilant),Background,{84;2;1;82},{84;2;1;82}
42,84,Raised Guarding (Vigilant),Background,{83;2;82},{2;83;1;82}
43,1,Raised Guarding (Vigilant),Background,{83;2;82},{84;83;2;82}
43,2,Moving,Background,{84;83;1;82},{84;83;1;82}
43,82,Raised Guarding (Vigilant),Background,{2;83;1;84},{2;83;1;84}
43,83,Raised Guarding (Vigilant),Background,{84;2;1;82},{84;2;1;82}
43,84,Raised Guarding (Vigilant),Background,{83;2;82},{2;83;1;82}
44,1,Raised Guarding (Vigilant),Background,{83;2;82},{84;83;2;82}
44,2,Moving,Background,{84;83;1;82},{84;83;1;82}
44,82,Raised Guarding (Vigilant),Background,{2;83;1;84},{2;83;1;84}
44,83,Raised Guarding (Vigilant),Background,{84;2;1;82},{84;2;1;82}
44,84,Raised Guarding (Vigilant),Background,{83;2;82},{2;83;1;82}
45,1,Moving,Background,{84;83;2;82},{84;83;2;82}
45,2,Raised Guarding (Vigilant),Background,{84;83;1;82},{84;83;1;82}
45,82,Raised Guarding (Vigilant),Background,{2;83;1;84},{2;83;1;84}
45,83,Moving,Background,{84;2;1;82},{84;2;1;82}
45,84,Raised Guarding (Vigilant),Background,{2;83;1;82},{2;83;1;82}
46,2,Raised Guarding (Vigilant),Background,{84;82},{84;82}
46,82,Raised Guarding (Vigilant),Background,{2;84},{2;84}
46,84,Moving,Background,{2;82},{2;82}
47,2,Raised Guarding (Vigilant),Background,{82},{82}
47,82,Moving,Background,{2},{2}
48,2,Raised Guarding (Vigilant),Background,{},{}
49,2,Moving,Background,{},{}
119,3,Moving,Background,{},{}
120,3,Moving,Background,{4},{4}
120,4,Moving,Background,{3},{3}
121,4,Moving,Background,{5},{5}
121,5,Moving,Background,{4},{4}
122,4,Moving,Background,{5},{5}
122,5,Low sitting/standing (stationary),Background,{4},{4}
123,4,High sitting/standing (Vigilant),Background,{5},{5}
123,5,Low sitting/standing (stationary),Background,{4},{4}
124,4,High sitting/standing (Vigilant),Background,{5},{5}
124,5,Low sitting/standing (stationary),Background,{4},{4}
124,6,Moving,Foraging,{},{}
125,4,High sitting/standing (Vigilant),Background,{5},{5}
125,5,Low sitting/standing (stationary),Background,{4},{4}
125,6,Moving,Foraging,{},{}
126,4,High sitting/standing (Vigilant),Background,{8;5},{8;5}
126,5,Low sitting/standing (stationary),Background,{8;4},{8;4}
126,6,Moving,Foraging,{7},{7}
126,7,Moving,Foraging,{6},{6}
126,8,Moving,Background,{4;5},{4;5}
127,4,High sitting/standing (Vigilant),Background,{8;5},{8;5}
127,5,Low sitting/standing (stationary),Background,{8;4},{8;4}
127,6,Moving,Foraging,{},{7}
127,7,Moving,Foraging,{},{6}
127,8,Moving,Background,{4;5},{4;5}
128,4,High sitting/standing (Vigilant),Background,{8;5},{8;5}
128,5,High sitting/standing (Vigilant),Background,{8;4},{8;4}
128,6,High sitting/standing (Vigilant),Foraging,{7},{7}
128,7,High sitting/standing (Vigilant),Foraging,{6},{6}
128,8,Moving,Background,{4;5},{4;5}
128,9,Moving,Background,{},{}
129,4,High sitting/standing (Vigilant),Background,{8;5},{8;5}
129,5,High sitting/standing (Vigilant),Background,{8;4},{8;4}
129,6,High sitting/standing (Vigilant),Foraging,{7},{7}
129,7,High sitting/standing (Vigilant),Foraging,{6},{6}
129,8,Moving,Background,{4;5},{4;5}
129,9,Moving,Background,{},{}
130,4,High sitting/standing (Vigilant),Background,{8;5},{8;5}
130,5,High sitting/standing (Vigilant),Background,{8;4},{8;4}
130,6,High sitting/standing (Vigilant),Foraging,{7},{7}
130,7,High sitting/standing (Vigilant),Foraging,{6},{6}
130,8,Low sitting/standing (stationary),Background,{4;5},{4;5}
130,9,Moving,Waiting Area,{},{}
131,4,High sitting/standing (Vigilant),Background,{8;5},{8;5}
131,5,High sitting/standing (Vigilant),Background,{8;4},{8;4}
131,6,High sitting/standing (Vigilant),Foraging,{7},{7}
131,7,High sitting/standing (Vigilant),Foraging,{6},{6}
131,8,Moving,Background,{4;5},{4;5}
131,9,Moving,Waiting Area,{},{}
132,4,High sitting/standing (Vigilant),Background,{8;5},{8;5}
132,5,High sitting/standing (Vigilant),Background,{8;4},{8;4}
132,6,High sitting/standing (Vigilant),Foraging,{7},{7}
132,7,High sitting/standing (Vigilant),Foraging,{6},{6}
132,8,Moving,Background,{4;5},{4;5}
132,9,Moving,Waiting Area,{},{}
133,4,High sitting/standing (Vigilant),Background,{5},{5}
133,5,High sitting/standing (Vigilant),Background,{4},{4}
133,6,High sitting/standing (Vigilant),Foraging,{7},{7}
133,7,High sitting/standing (Vigilant),Foraging,{6},{6}
133,9,Moving,Waiting Area,{},{}
134,4,High sitting/standing (Vigilant),Background,{5},{5}
134,5,High sitting/standing (Vigilant),Background,{4},{4}
134,6,High sitting/standing (Vigilant),Foraging,{10;7},{10;7}
134,7,High sitting/standing (Vigilant),Foraging,{6;10},{6;10}
134,9,Moving,Waiting Area,{},{}
134,10,Moving,Foraging,{6;7},{6;7}
135,4,High sitting/standing (Vigilant),Background,{5},{5}
135,5,High sitting/standing (Vigilant),Background,{4},{4}
135,6,High sitting/standing (Vigilant),Foraging,{10;7},{10;7}
135,7,High sitting/standing (Vigilant),Foraging,{6;10},{6;10}
135,9,High sitting/standing (Vigilant),Waiting Area,{},{}
135,10,Moving,Foraging,{6;7},{6;7}
136,4,High sitting/standing (Vigilant),Background,{5},{5}
136,5,High sitting/standing (Vigilant),Background,{4},{4}
136,6,High sitting/standing (Vigilant),Foraging,{10;7},{10;7}
136,7,High sitting/standing (Vigilant),Foraging,{6},{6;10}
136,9,High sitting/standing (Vigilant),Waiting Area,{},{}
136,10,High sitting/standing (Vigilant),Foraging,{6},{6;7}
137,4,High sitting/standing (Vigilant),Background,{5},{5}
137,5,High sitting/standing (Vigilant),Background,{4},{4}
137,6,High sitting/standing (Vigilant),Foraging,{10;7},{10;7}
137,7,High sitting/standing (Vigilant),Foraging,{6},{6;10}
137,9,High sitting/standing (Vigilant),Waiting Area,{},{}
137,10,High sitting/standing (Vigilant),Foraging,{6},{6;7}
138,4,High sitting/standing (Vigilant),Background,{5},{5}
138,5,High sitting/standing (Vigilant),Background,{4},{4}
138,6,High sitting/standing (Vigilant),Foraging,{10;7},{11;10;7}
138,7,High sitting/standing (Vigilant),Foraging,{11;6},{11;6;10}
138,9,High sitting/standing (Vigilant),Waiting Area,{},{}
138,10,High sitting/standing (Vigilant),Foraging,{6},{6;7}
138,11,Moving,Foraging,{7},{6;7}
139,4,High sitting/standing (Vigilant),Background,{5},{5}
139,5,High sitting/standing (Vigilant),Background,{4},{4}
139,6,High sitting/standing (Vigilant),Foraging,{11;10;7},{11;10;7}
139,7,High sitting/standing (Vigilant),Foraging,{11;6},{11;6;10}
139,9,High sitting/standing (Vigilant),Waiting Area,{},{}
139,10,High sitting/standing (Vigilant),Foraging,{11;6},{11;6;7}
139,11,Moving,Foraging,{6;10;7},{6;10;7}
140,4,High sitting/standing (Vigilant),Background,{5},{5}
140,5,High sitting/standing (Vigilant),Background,{4},{4}
140,6,High sitting/standing (Vigilant),Foraging,{11;10;7},{11;10;7}
140,7,High sitting/standing (Vigilant),Foraging,{11;6},{11;6;10}
140,9,High sitting/standing (Vigilant),Waiting Area,{},{}
140,10,High sitting/standing (Vigilant),Foraging,{11;6},{11;6;7}
140,11,Moving,Waiting Area,{6;10;7},{6;10;7}
141,4,High sitting/standing (Vigilant),Background,{5},{5}
141,5,Moving,Background,{4},{4}
141,6,High sitting/standing (Vigilant),Foraging,{10;7},{11;10;7}
141,7,Moving,Foraging,{6;12},{6;10;12}
141,9,High sitting/standing (Vigilant),Waiting Area,{},{11}
141,10,High sitting/standing (Vigilant),Foraging,{6},{11;6;7}
141,11,Moving,Waiting Area,{},{9;6;10}
141,12,Moving,Foraging,{7},{7}
142,4,High sitting/standing (Vigilant),Background,{5},{5}
142,5,Moving,Background,{4},{4}
142,6,High sitting/standing (Vigilant),Foraging,{12;10;7},{12;11;10;7}
142,7,Moving,Waiting Area,{6;10;12},{11;6;10;12}
142,9,High sitting/standing (Vigilant),Waiting Area,{},{11}
142,10,High sitting/standing (Vigilant),Foraging,{6;7},{11;6;12;7}
142,11,Moving,Waiting Area,{},{9;12;6;10;7}
142,12,Moving,Waiting Area,{6;7},{11;6;10;7}
143,4,High sitting/standing (Vigilant),Background,{},{5}
143,5,Moving,Background,{},{4}
143,6,High sitting/standing (Vigilant),Foraging,{10},{11;10}
143,9,High sitting/standing (Vigilant),Waiting Area,{13},{13;11}
143,10,Moving,Foraging,{6},{11;6}
143,11,High sitting/standing (Vigilant),Waiting Area,{},{13;9;12;6;10}
143,12,Moving,Waiting Area,{},{11}
143,13,Moving,Waiting Area,{9},{9;11}
144,4,High sitting/standing (Vigilant),Background,{},{5}
144,5,Moving,Background,{},{4}
144,6,High sitting/standing (Vigilant),Foraging,{},{11}
144,9,High sitting/standing (Vigilant),Waiting Area,{13;10},{13;11;10}
144,10,Moving,Waiting Area,{13;9},{13;9;11}
144,11,High sitting/standing (Vigilant),Waiting Area,{},{13;9;6;10}
144,12,Moving,Waiting Area,{},{}
144,13,Moving,Waiting Area,{9;10},{9;11;10}
145,4,High sitting/standing (Vigilant),Background,{},{5}
145,5,Moving,Waiting Area,{},{4}
145,6,High sitting/standing (Vigilant),Foraging,{},{11}
145,9,High sitting/standing (Vigilant),Waiting Area,{13},{13;11}
145,10,Moving,Waiting Area,{},{13}
145,11,Moving,Waiting Area,{},{9;6}
145,12,High sitting/standing (Vigilant),Waiting Area,{},{}
145,13,Low sitting/standing (stationary),Waiting Area,{9},{9;10}
146,4,High sitting/standing (Vigilant),Background,{},{}
146,5,Moving,Waiting Area,{},{12}
146,6,High sitting/standing (Vigilant),Foraging,{},{}
146,9,High sitting/standing (Vigilant),Waiting Area,{13},{13}
146,10,Moving,Waiting Area,{},{}
146,11,Moving,Waiting Area,{},{}
146,12,High sitting/standing (Vigilant),Waiting Area,{},{5}
146,13,Low sitting/standing (stationary),Waiting Area,{9},{9}
147,4,Moving,Background,{},{}
147,5,Moving,Waiting Area,{},{12}
147,6,High sitting/standing (Vigilant),Foraging,{},{}
147,9,High sitting/standing (Vigilant),Waiting Area,{13},{13}
147,10,Moving,Waiting Area,{},{}
147,11,Moving,Waiting Area,{},{}
147,12,High sitting/standing (Vigilant),Waiting Area,{},{5}
147,13,Low sitting/standing (stationary),Waiting Area,{9},{9}
148,4,Moving,Background,{},{5}
148,5,Moving,Waiting Area,{12},{4;12}
148,6,High sitting/standing (Vigilant),Foraging,{},{}
148,9,High sitting/standing (Vigilant),Waiting Area,{13},{13}
148,10,Groom,Waiting Area,{},{}
148,11,Moving,Waiting Area,{},{}
148,12,High sitting/standing (Vigilant),Waiting Area,{5},{5}
148,13,Low sitting/standing (stationary),Waiting Area,{9},{9}
149,4,Moving,Waiting Area,{},{5;12}
149,5,Moving,Waiting Area,{12},{4;12}
149,6,High sitting/standing (Vigilant),Foraging,{},{}
149,9,High sitting/standing (Vigilant),Waiting Area,{13},{13}
149,10,Groom,Waiting Area,{},{}
149,11,Moving,Waiting Area,{},{}
149,12,High sitting/standing (Vigilant),Waiting Area,{5},{4;5}
149,13,Low sitting/standing (stationary),Waiting Area,{9},{9}
150,4,Moving,Waiting Area,{},{5;12}
150,5,Moving,Waiting Area,{},{4;12}
150,6,High sitting/standing (Vigilant),Foraging,{},{}
150,9,High sitting/standing (Vigilant),Waiting Area,{13},{13}
150,10,Groom,Waiting Area,{},{}
150,11,Raised Guarding (Vigilant),Background,{},{}
150,12,High sitting/standing (Vigilant),Waiting Area,{},{4;5}
150,13,Low sitting/standing (stationary),Waiting Area,{9},{9}
151,4,Moving,Waiting Area,{12},{12}
151,5,Moving,Waiting Area,{},{}
151,6,High sitting/standing (Vigilant),Foraging,{},{}
151,9,High sitting/standing (Vigilant),Waiting Area,{13},{13}
151,10,Groom,Waiting Area,{},{}
151,11,Raised Guarding (Vigilant),Background,{},{}
151,12,High sitting/standing (Vigilant),Waiting Area,{4},{4}
151,13,Low sitting/standing (stationary),Waiting Area,{9},{9}
152,4,Moving,Waiting Area,{12},{12}
152,5,Moving,Waiting Area,{},{}
152,6,High sitting/standing (Vigilant),Foraging,{},{}
152,9,High sitting/standing (Vigilant),Waiting Area,{13},{13}
152,10,Groom,Waiting Area,{},{}
152,11,Raised Guarding (Vigilant),Background,{},{}
152,12,High sitting/standing (Vigilant),Waiting Area,{4},{4}
152,13,Low sitting/standing (stationary),Waiting Area,{9},{9}
153,4,Moving,Waiting Area,{},{}
153,5,Moving,Waiting Area,{},{}
153,6,High sitting/standing (Vigilant),Foraging,{},{}
153,9,High sitting/standing (Vigilant),Waiting Area,{13},{13}
153,10,Groom,Waiting Area,{},{}
153,11,Raised Guarding (Vigilant),Background,{},{}
153,12,High sitting/standing (Vigilant),Waiting Area,{},{}
153,13,Low sitting/standing (stationary),Waiting Area,{9},{9}
154,4,Moving,Waiting Area,{},{13;9;5}
154,5,Low sitting/standing (stationary),Waiting Area,{},{4}
154,6,High sitting/standing (Vigilant),Foraging,{},{}
154,9,Moving,Waiting Area,{13},{13;4}
154,10,Groom,Waiting Area,{},{}
154,11,Raised Guarding (Vigilant),Background,{},{}
154,12,High sitting/standing (Vigilant),Waiting Area,{},{}
154,13,Low sitting/standing (stationary),Waiting Area,{9},{9;4}
155,4,Moving,Waiting Area,{5},{13;5}
155,5,Low sitting/standing (stationary),Waiting Area,{4},{4}
155,6,High sitting/standing (Vigilant),Foraging,{},{}
155,9,Moving,Waiting Area,{},{}
155,10,Groom,Waiting Area,{},{}
155,11,Raised Guarding (Vigilant),Background,{},{}
155,12,High sitting/standing (Vigilant),Waiting Area,{},{}
155,13,Low sitting/standing (stationary),Waiting Area,{},{4}
156,4,Moving,Waiting Area,{5},{13;5}
156,5,Low sitting/standing (stationary),Waiting Area,{4},{4}
156,6,High sitting/standing (Vigilant),Foraging,{},{}
156,9,Moving,Waiting Area,{12},{12}
156,10,Low sitting/standing (stationary),Waiting Area,{},{}
156,11,Raised Guarding (Vigilant),Background,{},{}
156,12,High sitting/standing (Vigilant),Waiting Area,{9},{9}
156,13,Low sitting/standing (stationary),Waiting Area,{},{4}
157,4,Moving,Waiting Area,{},{13;5}
157,5,Low sitting/standing (stationary),Waiting Area,{},{4}
157,6,High sitting/standing (Vigilant),Foraging,{},{}
157,9,Moving,Waiting Area,{},{12}
157,10,Low sitting/standing (stationary),Waiting Area,{},{}
157,11,Raised Guarding (Vigilant),Background,{},{}
157,12,High sitting/standing (Vigilant),Waiting Area,{},{9}
157,13,Low sitting/standing (stationary),Waiting Area,{},{4}
158,4,Moving,Waiting Area,{13},{13;5}
158,5,Low sitting/standing (stationary),Waiting Area,{},{4}
158,6,High sitting/standing (Vigilant),Foraging,{},{}
158,9,Moving,Background,{},{}
158,10,Low sitting/standing (stationary),Waiting Area,{},{}
158,11,Raised Guarding (Vigilant),Background,{},{}
158,12,High sitting/standing (Vigilant),Waiting Area,{},{}
158,13,Low sitting/standing (stationary),Waiting Area,{4},{4}
159,4,High sitting/standing (Vigilant),Waiting Area,{13},{13}
159,5,Low sitting/standing (stationary),Waiting Area,{},{}
159,6,High sitting/standing (Vigilant),Foraging,{},{}
159,9,Moving,Background,{},{}
159,10,Moving,Waiting Area,{},{}
159,11,Raised Guarding (Vigilant),Background,{},{}
159,12,High sitting/standing (Vigilant),Waiting Area,{},{}
159,13,Low sitting/standing (stationary),Waiting Area,{4},{4}
160,4,High sitting/standing (Vigilant),Waiting Area,{13},{13}
160,5,Low sitting/standing (stationary),Waiting Area,{},{}
160,6,High sitting/standing (Vigilant),Foraging,{},{}
160,9,Moving,Background,{},{}
160,10,Moving,Waiting Area,{},{}
160,11,Raised Guarding (Vigilant),Background,{},{}
160,12,High sitting/standing (Vigilant),Waiting Area,{},{}
160,13,High sitting/standing (Vigilant),Waiting Area,{4},{4}
161,4,High sitting/standing (Vigilant),Waiting Area,{13},{13;10}
161,5,Moving,Waiting Area,{10},{10}
161,6,High sitting/standing (Vigilant),Foraging,{},{}
161,9,High sitting/standing (Vigilant),Background,{},{}
161,10,Moving,Waiting Area,{5},{4;5}
161,11,Raised Guarding (Vigilant),Background,{},{}
161,12,High sitting/standing (Vigilant),Waiting Area,{},{}
161,13,High sitting/standing (Vigilant),Waiting Area,{4},{4}
162,4,High sitting/standing (Vigilant),Waiting Area,{13},{13}
162,5,Moving,Waiting Area,{},{10}
162,6,High sitting/standing (Vigilant),Foraging,{},{}
162,9,High sitting/standing (Vigilant),Background,{},{}
162,10,Moving,Waiting Area,{},{5}
162,11,Raised Guarding (Vigilant),Background,{},{}
162,12,High sitting/standing (Vigilant),Waiting Area,{},{}
162,13,High sitting/standing (Vigilant),Waiting Area,{4},{4}
163,4,High sitting/standing (Vigilant),Waiting Area,{13},{13}
163,5,Moving,Waiting Area,{},{}
163,6,High sitting/standing (Vigilant),Foraging,{},{}
163,9,High sitting/standing (Vigilant),Background,{},{}
163,10,High sitting/standing (Vigilant),Waiting Area,{},{}
163,11,Raised Guarding (Vigilant),Background,{},{}
163,12,High sitting/standing (Vigilant),Waiting Area,{},{}
163,13,High sitting/standing (Vigilant),Waiting Area,{4},{4}
164,4,High sitting/standing (Vigilant),Waiting Area,{13},{13;10}
164,5,Moving,Door,{},{}
164,6,High sitting/standing (Vigilant),Foraging,{},{}
164,9,High sitting/standing (Vigilant),Background,{},{}
164,10,Groom,Waiting Area,{},{4}
164,11,Raised Guarding (Vigilant),Background,{},{}
164,12,High sitting/standing (Vigilant),Waiting Area,{},{}
164,13,High sitting/standing (Vigilant),Waiting Area,{4},{4}
165,4,High sitting/standing (Vigilant),Waiting Area,{13},{13;10}
165,5,Moving,Door,{},{}
165,6,High sitting/standing (Vigilant),Foraging,{},{}
165,9,Moving,Background,{},{}
165,10,Groom,Waiting Area,{},{4}
165,11,Raised Guarding (Vigilant),Background,{},{}
165,12,High sitting/standing (Vigilant),Waiting Area,{},{}
165,13,High sitting/standing (Vigilant),Waiting Area,{4},{4}
166,4,High sitting/standing (Vigilant),Waiting Area,{13},{13;10}
166,5,Low sitting/standing (stationary),Door,{},{}
166,6,High sitting/standing (Vigilant),Foraging,{},{}
166,10,Groom,Waiting Area,{},{4}
166,11,Raised Guarding (Vigilant),Background,{},{}
166,12,High sitting/standing (Vigilant),Waiting Area,{},{}
166,13,High sitting/standing (Vigilant),Waiting Area,{4},{4}
167,4,High sitting/standing (Vigilant),Waiting Area,{13},{13;10}
167,5,Low sitting/standing (stationary),Door,{},{}
167,6,High sitting/standing (Vigilant),Foraging,{},{}
167,10,High sitting/standing (Vigilant),Waiting Area,{},{4}
167,11,Raised Guarding (Vigilant),Background,{},{}
167,12,High sitting/standing (Vigilant),Waiting Area,{},{}
167,13,High sitting/standing (Vigilant),Waiting Area,{4},{4}
168,4,High sitting/standing (Vigilant),Waiting Area,{13},{13;10}
168,5,Low sitting/standing (stationary),Door,{},{}
168,6,High sitting/standing (Vigilant),Foraging,{},{}
168,10,Moving,Waiting Area,{},{4}
168,11,Raised Guarding (Vigilant),Background,{},{}
168,12,High sitting/standing (Vigilant),Waiting Area,{},{}
168,13,High sitting/standing (Vigilant),Waiting Area,{4},{4}
169,4,High sitting/standing (Vigilant),Waiting Area,{13},{13;10}
169,5,Low sitting/standing (stationary),Door,{},{}
169,6,High sitting/standing (Vigilant),Foraging,{},{}
169,10,Moving,Waiting Area,{},{4}
169,11,Raised Guarding (Vigilant),Background,{},{}
169,12,High sitting/standing (Vigilant),Waiting Area,{},{}
169,13,High sitting/standing (Vigilant),Waiting Area,{4},{4}
170,4,High sitting/standing (Vigilant),Waiting Area,{13},{13}
170,5,Low sitting/standing (stationary),Door,{},{}
170,6,High sitting/standing (Vigilant),Foraging,{},{}
170,10,Moving,Waiting Area,{},{}
170,11,Raised Guarding (Vigilant),Background,{},{}
170,12,High sitting/standing (Vigilant),Waiting Area,{},{}
170,13,High sitting/standing (Vigilant),Waiting Area,{4},{4}
171,4,High sitting/standing (Vigilant),Waiting Area,{13},{13}
171,5,Low sitting/standing (stationary),Door,{},{}
171,6,High sitting/standing (Vigilant),Foraging,{},{}
171,10,High sitting/standing (Vigilant),Waiting Area,{},{}
171,11,Raised Guarding (Vigilant),Background,{},{}
171,12,High sitting/standing (Vigilant),Waiting Area,{},{}
171,13,High sitting/standing (Vigilant),Waiting Area,{4},{4}
172,4,High sitting/standing (Vigilant),Waiting Area,{13},{13}
172,5,Low sitting/standing (stationary),Door,{},{}
172,6,High sitting/standing (Vigilant),Foraging,{},{}
172,10,High sitting/standing (Vigilant),Waiting Area,{},{}
172,11,Raised Guarding (Vigilant),Background,{},{}
172,12,High sitting/standing (Vigilant),Waiting Area,{},{}
172,13,High sitting/standing (Vigilant),Waiting Area,{4},{4}
173,4,High sitting/standing (Vigilant),Waiting Area,{13},{13}
173,5,Low sitting/standing (stationary),Door,{},{}
173,6,High sitting/standing (Vigilant),Foraging,{},{}
173,10,High sitting/standing (Vigilant),Waiting Area,{},{}
173,11,Raised Guarding (Vigilant),Background,{},{}
173,12,High sitting/standing (Vigilant),Waiting Area,{},{}
173,13,High sitting/standing (Vigilant),Waiting Area,{4},{4}
174,4,High sitting/standing (Vigilant),Waiting Area,{13},{13}
174,5,Low sitting/standing (stationary),Door,{},{}
174,6,High sitting/standing (Vigilant),Foraging,{},{}
174,10,High sitting/standing (Vigilant),Waiting Area,{},{}
174,11,Raised Guarding (Vigilant),Background,{},{}
174,12,High sitting/standing (Vigilant),Waiting Area,{},{}
174,13,High sitting/standing (Vigilant),Waiting Area,{4},{4}
175,4,High sitting/standing (Vigilant),Waiting Area,{13},{13}
175,5,Low sitting/standing (stationary),Door,{},{}
175,6,High sitting/standing (Vigilant),Foraging,{},{}
175,10,High sitting/standing (Vigilant),Waiting Area,{},{}
175,11,Raised Guarding (Vigilant),Background,{},{}
175,12,High sitting/standing (Vigilant),Waiting Area,{},{}
175,13,High sitting/standing (Vigilant),Waiting Area,{4},{4}
176,4,High sitting/standing (Vigilant),Waiting Area,{13},{13}
176,5,Low sitting/standing (stationary),Door,{},{}
176,6,High sitting/standing (Vigilant),Foraging,{},{}
176,10,High sitting/standing (Vigilant),Waiting Area,{},{}
176,11,Raised Guarding (Vigilant),Background,{},{}
176,12,High sitting/standing (Vigilant),Waiting Area,{},{}
176,13,High sitting/standing (Vigilant),Waiting Area,{4},{4}
176,14,Moving,Background,{},{}
